"Starost","Godina","Prostorna jedinica","Spol",Procjena stanovništva prema dobnim skupinama i spolu, po županijama, 30.06.
"Ukupno","2013","Lièko-senjska županija","Svega",49364
"Ukupno","2013","Lièko-senjska županija","Muškarci",24559
"Ukupno","2013","Lièko-senjska županija","Žene",24805
"Ukupno","2013","Virovitièko-podravska županija","Svega",83029
"Ukupno","2013","Virovitièko-podravska županija","Muškarci",40261
"Ukupno","2013","Virovitièko-podravska županija","Žene",42768
"Ukupno","2013","Požeško-slavonska županija","Svega",75801
"Ukupno","2013","Požeško-slavonska županija","Muškarci",36977
"Ukupno","2013","Požeško-slavonska županija","Žene",38824
"Ukupno","2013","Brodsko-posavska županija","Svega",155956
"Ukupno","2013","Brodsko-posavska županija","Muškarci",75900
"Ukupno","2013","Brodsko-posavska županija","Žene",80056
"Ukupno","2013","Zadarska županija","Svega",171594
"Ukupno","2013","Zadarska županija","Muškarci",84277
"Ukupno","2013","Zadarska županija","Žene",87317
"Ukupno","2013","Osjeèko-baranjska županija","Svega",300950
"Ukupno","2013","Osjeèko-baranjska županija","Muškarci",145066
"Ukupno","2013","Osjeèko-baranjska županija","Žene",155884
"Ukupno","2013","Šibensko-kninska županija","Svega",106540
"Ukupno","2013","Šibensko-kninska županija","Muškarci",52267
"Ukupno","2013","Šibensko-kninska županija","Žene",54273
"Ukupno","2013","Vukovarsko-srijemska županija","Svega",175932
"Ukupno","2013","Vukovarsko-srijemska županija","Muškarci",85105
"Ukupno","2013","Vukovarsko-srijemska županija","Žene",90827
"Ukupno","2013","Splitsko-dalmatinska županija","Svega",454711
"Ukupno","2013","Splitsko-dalmatinska županija","Muškarci",221286
"Ukupno","2013","Splitsko-dalmatinska županija","Žene",233425
"Ukupno","2013","Istarska županija","Svega",207793
"Ukupno","2013","Istarska županija","Muškarci",101031
"Ukupno","2013","Istarska županija","Žene",106762
"Ukupno","2013","Dubrovaèko-neretvanska županija","Svega",122197
"Ukupno","2013","Dubrovaèko-neretvanska županija","Muškarci",59517
"Ukupno","2013","Dubrovaèko-neretvanska županija","Žene",62680
"Ukupno","2013","Meðimurska županija","Svega",113417
"Ukupno","2013","Meðimurska županija","Muškarci",55524
"Ukupno","2013","Meðimurska županija","Žene",57893
"Ukupno","2013","Grad Zagreb","Svega",795505
"Ukupno","2013","Grad Zagreb","Muškarci",371945
"Ukupno","2013","Grad Zagreb","Žene",423560
